Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate
,All Races,Connecticut,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,198010,.
Males,All Races,Delaware,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,28369,.
Females,All Races,Delaware,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,27550,.
,All Races,Delaware,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,55919,.
Males,All Races,District of Columbia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,18490,.
Females,All Races,District of Columbia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,17644,.
,All Races,District of Columbia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,36134,.
Males,All Races,Florida,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,548081,.
Females,All Races,Florida,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,524949,.
,All Races,Florida,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,1073030,.
Males,All Races,Georgia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,346812,.
Females,All Races,Georgia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,333020,.
,All Races,Georgia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,679832,.
Males,All Races,Hawaii,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,46393,.
Females,All Races,Hawaii,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,43598,.
,All Races,Hawaii,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,89991,.
Males,All Races,Idaho,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,61044,.
Females,All Races,Idaho,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,58287,.
,All Races,Idaho,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,119331,.
Males,All Races,Illinois,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,420312,.
Females,All Races,Illinois,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,404023,.
,All Races,Illinois,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,824335,.
Males,All Races,Indiana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,219201,.
Females,All Races,Indiana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,209952,.
,All Races,Indiana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,429153,.
Males,All Races,Iowa,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,102113,.
Females,All Races,Iowa,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,97480,.
,All Races,Iowa,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,199593,.
Males,All Races,Kansas,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,104497,.
Females,All Races,Kansas,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,99900,.
,All Races,Kansas,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,204397,.
Males,All Races,Kentucky,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,143591,.
Females,All Races,Kentucky,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,137264,.
,All Races,Kentucky,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,280855,.
Males,All Races,Louisiana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,159855,.
Females,All Races,Louisiana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,153951,.
,All Races,Louisiana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,313806,.
Males,All Races,Maine,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,34755,.
Females,All Races,Maine,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,32916,.
,All Races,Maine,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,67671,.
Males,All Races,Maryland,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,187810,.
Females,All Races,Maryland,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,180044,.
,All Races,Maryland,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,367854,.
Males,All Races,Massachusetts,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,187873,.
Females,All Races,Massachusetts,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,179382,.
,All Races,Massachusetts,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,367255,.
Males,All Races,Michigan,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,299877,.
Females,All Races,Michigan,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,286383,.
,All Races,Michigan,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,586260,.
Males,All Races,Minnesota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,180481,.
Females,All Races,Minnesota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,172949,.
,All Races,Minnesota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,353430,.
Males,All Races,Mississippi,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,105678,.
Females,All Races,Mississippi,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,101165,.
,All Races,Mississippi,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,206843,.
Males,All Races,Missouri,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,197305,.
Females,All Races,Missouri,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,188136,.
,All Races,Missouri,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,385441,.
Males,All Races,Montana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,31623,.
Females,All Races,Montana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,30407,.
,All Races,Montana,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,62030,.
Males,All Races,Nebraska,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,67421,.
Females,All Races,Nebraska,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,64201,.
,All Races,Nebraska,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,131622,.
Males,All Races,Nevada,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,93695,.
Females,All Races,Nevada,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,89805,.
,All Races,Nevada,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,183500,.
Males,All Races,New Hampshire,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,34720,.
Females,All Races,New Hampshire,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,33404,.
,All Races,New Hampshire,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,68124,.
Males,All Races,New Jersey,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,275499,.
Females,All Races,New Jersey,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,264435,.
,All Races,New Jersey,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,539934,.
Males,All Races,New Mexico,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,73252,.
Females,All Races,New Mexico,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,70461,.
,All Races,New Mexico,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,143713,.
Males,All Races,New York,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,598640,.
Females,All Races,New York,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,571903,.
,All Races,New York,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,1170543,.
Males,All Races,North Carolina,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,319979,.
Females,All Races,North Carolina,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,306401,.
,All Races,North Carolina,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,626380,.
Males,All Races,North Dakota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,23398,.
Females,All Races,North Dakota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,22425,.
,All Races,North Dakota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,45823,.
Males,All Races,Ohio,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,361997,.
Females,All Races,Ohio,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,346925,.
,All Races,Ohio,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,708922,.
Males,All Races,Oklahoma,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,135155,.
Females,All Races,Oklahoma,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,130175,.
,All Races,Oklahoma,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,265330,.
Males,All Races,Oregon,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,120801,.
Females,All Races,Oregon,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,115167,.
,All Races,Oregon,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,235968,.
Males,All Races,Pennsylvania,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,371062,.
Females,All Races,Pennsylvania,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,354688,.
,All Races,Pennsylvania,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,725750,.
Males,All Races,Rhode Island,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,28855,.
Females,All Races,Rhode Island,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,27483,.
,All Races,Rhode Island,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,56338,.
Males,All Races,South Carolina,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,151749,.
Females,All Races,South Carolina,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,147105,.
,All Races,South Carolina,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,298854,.
Males,All Races,South Dakota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,30852,.
Females,All Races,South Dakota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,29156,.
,All Races,South Dakota,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,60008,.
Males,All Races,Tennessee,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,206081,.
Females,All Races,Tennessee,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,197728,.
,All Races,Tennessee,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,403809,.
Males,All Races,Texas,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,988841,.
Females,All Races,Texas,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,949579,.
,All Races,Texas,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,1938420,.
Males,All Races,Utah,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,134647,.
Females,All Races,Utah,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,127613,.
,All Races,Utah,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,262260,.
Males,All Races,Vermont,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,16291,.
Females,All Races,Vermont,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,15269,.
,All Races,Vermont,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,31560,.
Males,All Races,Virginia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,261622,.
Females,All Races,Virginia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,250596,.
,All Races,Virginia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,512218,.
Males,All Races,Washington,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,227499,.
Females,All Races,Washington,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,217422,.
,All Races,Washington,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,444921,.
Males,All Races,West Virginia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,52773,.
Females,All Races,West Virginia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,50786,.
,All Races,West Virginia,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,103559,.
Males,All Races,Wisconsin,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,181074,.
Females,All Races,Wisconsin,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,172736,.
,All Races,Wisconsin,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,353810,.
Males,All Races,Wyoming,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,20170,.
Females,All Races,Wyoming,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,19436,.
,All Races,Wyoming,Both,00-04 yrs,2011,2011,Suicide Injury,2011,P,39606,.
Males,All Races,Alabama,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,155452,.
Females,All Races,Alabama,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,149627,.
,All Races,Alabama,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,305079,.
Males,All Races,Alaska,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,26309,.
Females,All Races,Alaska,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,25040,.
,All Races,Alaska,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,51349,.
Males,All Races,Arizona,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,229664,.
Females,All Races,Arizona,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,220445,.
,All Races,Arizona,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,450109,.
Males,All Races,Arkansas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,100776,.
Females,All Races,Arkansas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,96668,.
,All Races,Arkansas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,197444,.
Males,All Races,California,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,1283459,.
Females,All Races,California,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,1230490,.
,All Races,California,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,2513949,.
Males,All Races,Colorado,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,179619,.
Females,All Races,Colorado,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,171750,.
,All Races,Colorado,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,351369,.
Males,All Races,Connecticut,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,112312,.
Females,All Races,Connecticut,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,107306,.
,All Races,Connecticut,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,219618,.
Males,All Races,Delaware,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,28659,.
Females,All Races,Delaware,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,27706,.
,All Races,Delaware,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,56365,.
Males,All Races,District of Columbia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,13384,.
Females,All Races,District of Columbia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,13311,.
,All Races,District of Columbia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,26695,.
Males,All Races,Florida,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,552804,.
Females,All Races,Florida,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,530007,.
,All Races,Florida,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,1082811,.
Males,All Races,Georgia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,353639,.
Females,All Races,Georgia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,340779,.
,All Races,Georgia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,694418,.
Males,All Races,Hawaii,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,43173,.
Females,All Races,Hawaii,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,40532,.
,All Races,Hawaii,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,83705,.
Males,All Races,Idaho,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,62271,.
Females,All Races,Idaho,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,59246,.
,All Races,Idaho,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,121517,.
Males,All Races,Illinois,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,434607,.
Females,All Races,Illinois,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,416234,.
,All Races,Illinois,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,850841,.
Males,All Races,Indiana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,226106,.
Females,All Races,Indiana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,215632,.
,All Races,Indiana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,441738,.
Males,All Races,Iowa,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,103173,.
Females,All Races,Iowa,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,98545,.
,All Races,Iowa,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,201718,.
Males,All Races,Kansas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,103632,.
Females,All Races,Kansas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,99326,.
,All Races,Kansas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,202958,.
Males,All Races,Kentucky,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,144683,.
Females,All Races,Kentucky,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,138254,.
,All Races,Kentucky,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,282937,.
Males,All Races,Louisiana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,156641,.
Females,All Races,Louisiana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,150093,.
,All Races,Louisiana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,306734,.
Males,All Races,Maine,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,37733,.
Females,All Races,Maine,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,35643,.
,All Races,Maine,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,73376,.
Males,All Races,Maryland,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,186492,.
Females,All Races,Maryland,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,179925,.
,All Races,Maryland,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,366417,.
Males,All Races,Massachusetts,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,195007,.
Females,All Races,Massachusetts,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,187681,.
,All Races,Massachusetts,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,382688,.
Males,All Races,Michigan,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,319318,.
Females,All Races,Michigan,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,304874,.
,All Races,Michigan,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,624192,.
Males,All Races,Minnesota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,182171,.
Females,All Races,Minnesota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,174839,.
,All Races,Minnesota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,357010,.
Males,All Races,Mississippi,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,104731,.
Females,All Races,Mississippi,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,100590,.
,All Races,Mississippi,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,205321,.
Males,All Races,Missouri,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,199509,.
Females,All Races,Missouri,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,190460,.
,All Races,Missouri,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,389969,.
Males,All Races,Montana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,31347,.
Females,All Races,Montana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,30052,.
,All Races,Montana,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,61399,.
Males,All Races,Nebraska,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,66638,.
Females,All Races,Nebraska,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,63642,.
,All Races,Nebraska,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,130280,.
Males,All Races,Nevada,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,93078,.
Females,All Races,Nevada,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,89271,.
,All Races,Nevada,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,182349,.
Males,All Races,New Hampshire,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,38675,.
Females,All Races,New Hampshire,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,37523,.
,All Races,New Hampshire,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,76198,.
Males,All Races,New Jersey,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,286489,.
Females,All Races,New Jersey,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,274316,.
,All Races,New Jersey,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,560805,.
Males,All Races,New Mexico,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,73171,.
Females,All Races,New Mexico,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,70976,.
,All Races,New Mexico,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,144147,.
Males,All Races,New York,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,591128,.
Females,All Races,New York,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,565630,.
,All Races,New York,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,1156758,.
Males,All Races,North Carolina,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,324648,.
Females,All Races,North Carolina,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,311165,.
,All Races,North Carolina,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,635813,.
Males,All Races,North Dakota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,21435,.
Females,All Races,North Dakota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,20423,.
,All Races,North Dakota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,41858,.
Males,All Races,Ohio,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,376678,.
Females,All Races,Ohio,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,361195,.
,All Races,Ohio,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,737873,.
Males,All Races,Oklahoma,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,134048,.
Females,All Races,Oklahoma,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,127607,.
,All Races,Oklahoma,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,261655,.
Males,All Races,Oregon,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,121377,.
Females,All Races,Oregon,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,115803,.
,All Races,Oregon,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,237180,.
Males,All Races,Pennsylvania,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,382494,.
Females,All Races,Pennsylvania,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,366739,.
,All Races,Pennsylvania,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,749233,.
Males,All Races,Rhode Island,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,30828,.
Females,All Races,Rhode Island,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,29276,.
,All Races,Rhode Island,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,60104,.
Males,All Races,South Carolina,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,150683,.
Females,All Races,South Carolina,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,145865,.
,All Races,South Carolina,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,296548,.
Males,All Races,South Dakota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,29137,.
Females,All Races,South Dakota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,27754,.
,All Races,South Dakota,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,56891,.
Males,All Races,Tennessee,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,209900,.
Females,All Races,Tennessee,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,201994,.
,All Races,Tennessee,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,411894,.
Males,All Races,Texas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,992989,.
Females,All Races,Texas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,953917,.
,All Races,Texas,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,1946906,.
Males,All Races,Utah,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,130121,.
Females,All Races,Utah,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,123795,.
,All Races,Utah,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,253916,.
Males,All Races,Vermont,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,17542,.
Females,All Races,Vermont,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,16629,.
,All Races,Vermont,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,34171,.
Males,All Races,Virginia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,262287,.
Females,All Races,Virginia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,252552,.
,All Races,Virginia,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,514839,.
Males,All Races,Washington,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,221445,.
Females,All Races,Washington,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,211647,.
,All Races,Washington,Both,05-09 yrs,2011,2011,Suicide Injury,2011,P,433092,.
