"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Females","All Races","Delaware","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","27392","."
"","All Races","Delaware","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","55946","."
"Males","All Races","District of Columbia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","19745","."
"Females","All Races","District of Columbia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","18993","."
"","All Races","District of Columbia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","38738","."
"Males","All Races","Florida","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","548801","."
"Females","All Races","Florida","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","526099","."
"","All Races","Florida","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","1074900","."
"Males","All Races","Georgia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","342706","."
"Females","All Races","Georgia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","329176","."
"","All Races","Georgia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","671882","."
"Males","All Races","Hawaii","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","46755","."
"Females","All Races","Hawaii","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","44392","."
"","All Races","Hawaii","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","91147","."
"Males","All Races","Idaho","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","59577","."
"Females","All Races","Idaho","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","57005","."
"","All Races","Idaho","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","116582","."
"Males","All Races","Illinois","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","414312","."
"Females","All Races","Illinois","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","397743","."
"","All Races","Illinois","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","812055","."
"Males","All Races","Indiana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","216791","."
"Females","All Races","Indiana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","206820","."
"","All Races","Indiana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","423611","."
"Males","All Races","Iowa","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","100850","."
"Females","All Races","Iowa","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","96518","."
"","All Races","Iowa","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","197368","."
"Males","All Races","Kansas","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","103916","."
"Females","All Races","Kansas","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","99345","."
"","All Races","Kansas","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","203261","."
"Males","All Races","Kentucky","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","142218","."
"Females","All Races","Kentucky","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","135834","."
"","All Races","Kentucky","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","278052","."
"Males","All Races","Louisiana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","158380","."
"Females","All Races","Louisiana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","152567","."
"","All Races","Louisiana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","310947","."
"Males","All Races","Maine","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","34169","."
"Females","All Races","Maine","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","32404","."
"","All Races","Maine","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","66573","."
"Males","All Races","Maryland","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","187264","."
"Females","All Races","Maryland","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","180107","."
"","All Races","Maryland","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","367371","."
"Males","All Races","Massachusetts","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","187193","."
"Females","All Races","Massachusetts","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","178828","."
"","All Races","Massachusetts","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","366021","."
"Males","All Races","Michigan","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","296418","."
"Females","All Races","Michigan","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","282475","."
"","All Races","Michigan","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","578893","."
"Males","All Races","Minnesota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","178812","."
"Females","All Races","Minnesota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","170888","."
"","All Races","Minnesota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","349700","."
"Males","All Races","Mississippi","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","102463","."
"Females","All Races","Mississippi","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","99102","."
"","All Races","Mississippi","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","201565","."
"Males","All Races","Missouri","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","195034","."
"Females","All Races","Missouri","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","185754","."
"","All Races","Missouri","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","380788","."
"Males","All Races","Montana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","31351","."
"Females","All Races","Montana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","30235","."
"","All Races","Montana","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","61586","."
"Males","All Races","Nebraska","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","67193","."
"Females","All Races","Nebraska","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","63941","."
"","All Races","Nebraska","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","131134","."
"Males","All Races","Nevada","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","92130","."
"Females","All Races","Nevada","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","88009","."
"","All Races","Nevada","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","180139","."
"Males","All Races","New Hampshire","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","33888","."
"Females","All Races","New Hampshire","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","32410","."
"","All Races","New Hampshire","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","66298","."
"Males","All Races","New Jersey","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","272997","."
"Females","All Races","New Jersey","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","262171","."
"","All Races","New Jersey","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","535168","."
"Males","All Races","New Mexico","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","71802","."
"Females","All Races","New Mexico","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","68947","."
"","All Races","New Mexico","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","140749","."
"Males","All Races","New York","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","599781","."
"Females","All Races","New York","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","572823","."
"","All Races","New York","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","1172604","."
"Males","All Races","North Carolina","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","314642","."
"Females","All Races","North Carolina","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","302215","."
"","All Races","North Carolina","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","616857","."
"Males","All Races","North Dakota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","24335","."
"Females","All Races","North Dakota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","23381","."
"","All Races","North Dakota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","47716","."
"Males","All Races","Ohio","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","357497","."
"Females","All Races","Ohio","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","341866","."
"","All Races","Ohio","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","699363","."
"Males","All Races","Oklahoma","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","135089","."
"Females","All Races","Oklahoma","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","129732","."
"","All Races","Oklahoma","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","264821","."
"Males","All Races","Oregon","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","119414","."
"Females","All Races","Oregon","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","113646","."
"","All Races","Oregon","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","233060","."
"Males","All Races","Pennsylvania","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","368928","."
"Females","All Races","Pennsylvania","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","352433","."
"","All Races","Pennsylvania","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","721361","."
"Males","All Races","Rhode Island","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","28550","."
"Females","All Races","Rhode Island","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","27095","."
"","All Races","Rhode Island","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","55645","."
"Males","All Races","South Carolina","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","149569","."
"Females","All Races","South Carolina","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","145448","."
"","All Races","South Carolina","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","295017","."
"Males","All Races","South Dakota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","30704","."
"Females","All Races","South Dakota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","29126","."
"","All Races","South Dakota","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","59830","."
"Males","All Races","Tennessee","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","205690","."
"Females","All Races","Tennessee","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","197505","."
"","All Races","Tennessee","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","403195","."
"Males","All Races","Texas","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","989829","."
"Females","All Races","Texas","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","950235","."
"","All Races","Texas","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","1940064","."
"Males","All Races","Utah","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","132396","."
"Females","All Races","Utah","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","125619","."
"","All Races","Utah","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","258015","."
"Males","All Races","Vermont","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","16025","."
"Females","All Races","Vermont","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","14996","."
"","All Races","Vermont","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","31021","."
"Males","All Races","Virginia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","261559","."
"Females","All Races","Virginia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","251043","."
"","All Races","Virginia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","512602","."
"Males","All Races","Washington","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","226688","."
"Females","All Races","Washington","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","217576","."
"","All Races","Washington","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","444264","."
"Males","All Races","West Virginia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","52828","."
"Females","All Races","West Virginia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","50608","."
"","All Races","West Virginia","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","103436","."
"Males","All Races","Wisconsin","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","178549","."
"Females","All Races","Wisconsin","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","170514","."
"","All Races","Wisconsin","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","349063","."
"Males","All Races","Wyoming","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","19896","."
"Females","All Races","Wyoming","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","19198","."
"","All Races","Wyoming","Both","00-04 yrs","2012","2012","Suicide Injury","2012","P","39094","."
"Males","All Races","Alabama","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","155918","."
"Females","All Races","Alabama","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","149838","."
"","All Races","Alabama","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","305756","."
"Males","All Races","Alaska","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","26623","."
"Females","All Races","Alaska","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","25328","."
"","All Races","Alaska","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","51951","."
"Males","All Races","Arizona","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","232645","."
"Females","All Races","Arizona","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","223095","."
"","All Races","Arizona","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","455740","."
"Males","All Races","Arkansas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","102164","."
"Females","All Races","Arkansas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","97363","."
"","All Races","Arkansas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","199527","."
"Males","All Races","California","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","1297664","."
"Females","All Races","California","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","1243094","."
"","All Races","California","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","2540758","."
"Males","All Races","Colorado","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","181134","."
"Females","All Races","Colorado","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","173124","."
"","All Races","Colorado","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","354258","."
"Males","All Races","Connecticut","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","111202","."
"Females","All Races","Connecticut","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","106470","."
"","All Races","Connecticut","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","217672","."
"Males","All Races","Delaware","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","28705","."
"Females","All Races","Delaware","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","28105","."
"","All Races","Delaware","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","56810","."
"Males","All Races","District of Columbia","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","14096","."
"Females","All Races","District of Columbia","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","13992","."
"","All Races","District of Columbia","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","28088","."
"Males","All Races","Florida","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","560557","."
"Females","All Races","Florida","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","537452","."
"","All Races","Florida","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","1098009","."
"Males","All Races","Georgia","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","356029","."
"Females","All Races","Georgia","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","343160","."
"","All Races","Georgia","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","699189","."
"Males","All Races","Hawaii","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","44145","."
"Females","All Races","Hawaii","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","40988","."
"","All Races","Hawaii","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","85133","."
"Males","All Races","Idaho","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","62820","."
"Females","All Races","Idaho","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","59555","."
"","All Races","Idaho","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","122375","."
"Males","All Races","Illinois","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","432433","."
"Females","All Races","Illinois","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","415332","."
"","All Races","Illinois","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","847765","."
"Males","All Races","Indiana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","226481","."
"Females","All Races","Indiana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","216051","."
"","All Races","Indiana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","442532","."
"Males","All Races","Iowa","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","104328","."
"Females","All Races","Iowa","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","99403","."
"","All Races","Iowa","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","203731","."
"Males","All Races","Kansas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","104444","."
"Females","All Races","Kansas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","100038","."
"","All Races","Kansas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","204482","."
"Males","All Races","Kentucky","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","145095","."
"Females","All Races","Kentucky","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","139317","."
"","All Races","Kentucky","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","284412","."
"Males","All Races","Louisiana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","158585","."
"Females","All Races","Louisiana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","152222","."
"","All Races","Louisiana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","310807","."
"Males","All Races","Maine","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","37547","."
"Females","All Races","Maine","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","35448","."
"","All Races","Maine","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","72995","."
"Males","All Races","Maryland","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","188579","."
"Females","All Races","Maryland","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","181161","."
"","All Races","Maryland","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","369740","."
"Males","All Races","Massachusetts","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","194747","."
"Females","All Races","Massachusetts","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","187199","."
"","All Races","Massachusetts","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","381946","."
"Males","All Races","Michigan","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","316683","."
"Females","All Races","Michigan","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","302554","."
"","All Races","Michigan","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","619237","."
"Males","All Races","Minnesota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","184009","."
"Females","All Races","Minnesota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","176888","."
"","All Races","Minnesota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","360897","."
"Males","All Races","Mississippi","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","106634","."
"Females","All Races","Mississippi","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","101629","."
"","All Races","Mississippi","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","208263","."
"Males","All Races","Missouri","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","199762","."
"Females","All Races","Missouri","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","191347","."
"","All Races","Missouri","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","391109","."
"Males","All Races","Montana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","31868","."
"Females","All Races","Montana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","30409","."
"","All Races","Montana","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","62277","."
"Males","All Races","Nebraska","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","67537","."
"Females","All Races","Nebraska","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","64364","."
"","All Races","Nebraska","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","131901","."
"Males","All Races","Nevada","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","93832","."
"Females","All Races","Nevada","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","90361","."
"","All Races","Nevada","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","184193","."
"Males","All Races","New Hampshire","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","38060","."
"Females","All Races","New Hampshire","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","36952","."
"","All Races","New Hampshire","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","75012","."
"Males","All Races","New Jersey","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","286006","."
"Females","All Races","New Jersey","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","274505","."
"","All Races","New Jersey","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","560511","."
"Males","All Races","New Mexico","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","73403","."
"Females","All Races","New Mexico","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","70904","."
"","All Races","New Mexico","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","144307","."
"Males","All Races","New York","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","591012","."
"Females","All Races","New York","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","564797","."
"","All Races","New York","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","1155809","."
"Males","All Races","North Carolina","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","327439","."
"Females","All Races","North Carolina","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","313762","."
"","All Races","North Carolina","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","641201","."
"Males","All Races","North Dakota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","22559","."
"Females","All Races","North Dakota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","21476","."
"","All Races","North Dakota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","44035","."
"Males","All Races","Ohio","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","375715","."
"Females","All Races","Ohio","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","360001","."
"","All Races","Ohio","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","735716","."
"Males","All Races","Oklahoma","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","135588","."
"Females","All Races","Oklahoma","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","129285","."
"","All Races","Oklahoma","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","264873","."
"Males","All Races","Oregon","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","122248","."
"Females","All Races","Oregon","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","116818","."
"","All Races","Oregon","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","239066","."
"Males","All Races","Pennsylvania","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","382704","."
"Females","All Races","Pennsylvania","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","366253","."
"","All Races","Pennsylvania","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","748957","."
"Males","All Races","Rhode Island","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","30417","."
"Females","All Races","Rhode Island","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","29070","."
"","All Races","Rhode Island","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","59487","."
"Males","All Races","South Carolina","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","153137","."
"Females","All Races","South Carolina","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","148147","."
"","All Races","South Carolina","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","301284","."
"Males","All Races","South Dakota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","30002","."
"Females","All Races","South Dakota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","28505","."
"","All Races","South Dakota","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","58507","."
"Males","All Races","Tennessee","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","211395","."
"Females","All Races","Tennessee","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","203343","."
"","All Races","Tennessee","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","414738","."
"Males","All Races","Texas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","1005265","."
"Females","All Races","Texas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","966540","."
"","All Races","Texas","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","1971805","."
"Males","All Races","Utah","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","132372","."
"Females","All Races","Utah","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","125566","."
"","All Races","Utah","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","257938","."
"Males","All Races","Vermont","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","17498","."
"Females","All Races","Vermont","Both","05-09 yrs","2012","2012","Suicide Injury","2012","P","16569","."
