"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"","All Races","Nevada","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","176617","."
"Males","All Races","New Hampshire","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","32983","."
"Females","All Races","New Hampshire","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","31611","."
"","All Races","New Hampshire","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","64594","."
"Males","All Races","New Jersey","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","270621","."
"Females","All Races","New Jersey","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","259513","."
"","All Races","New Jersey","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","530134","."
"Males","All Races","New Mexico","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","68665","."
"Females","All Races","New Mexico","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","66359","."
"","All Races","New Mexico","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","135024","."
"Males","All Races","New York","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","605694","."
"Females","All Races","New York","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","578693","."
"","All Races","New York","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","1184387","."
"Males","All Races","North Carolina","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","308880","."
"Females","All Races","North Carolina","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","295831","."
"","All Races","North Carolina","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","604711","."
"Males","All Races","North Dakota","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","27081","."
"Females","All Races","North Dakota","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","26066","."
"","All Races","North Dakota","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","53147","."
"Males","All Races","Ohio","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","354773","."
"Females","All Races","Ohio","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","338315","."
"","All Races","Ohio","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","693088","."
"Males","All Races","Oklahoma","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","137061","."
"Females","All Races","Oklahoma","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","130887","."
"","All Races","Oklahoma","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","267948","."
"Males","All Races","Oregon","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","118227","."
"Females","All Races","Oregon","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","112563","."
"","All Races","Oregon","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","230790","."
"Males","All Races","Pennsylvania","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","365571","."
"Females","All Races","Pennsylvania","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","349348","."
"","All Races","Pennsylvania","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","714919","."
"Males","All Races","Rhode Island","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","28162","."
"Females","All Races","Rhode Island","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","26966","."
"","All Races","Rhode Island","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","55128","."
"Males","All Races","South Carolina","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","148167","."
"Females","All Races","South Carolina","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","141823","."
"","All Races","South Carolina","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","289990","."
"Males","All Races","South Dakota","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","31450","."
"Females","All Races","South Dakota","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","29794","."
"","All Races","South Dakota","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","61244","."
"Males","All Races","Tennessee","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","204692","."
"Females","All Races","Tennessee","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","197491","."
"","All Races","Tennessee","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","402183","."
"Males","All Races","Texas","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","1013182","."
"Females","All Races","Texas","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","970458","."
"","All Races","Texas","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","1983640","."
"Males","All Races","Utah","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","128969","."
"Females","All Races","Utah","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","121734","."
"","All Races","Utah","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","250703","."
"Males","All Races","Vermont","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","15737","."
"Females","All Races","Vermont","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","14671","."
"","All Races","Vermont","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","30408","."
"Males","All Races","Virginia","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","263689","."
"Females","All Races","Virginia","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","251468","."
"","All Races","Virginia","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","515157","."
"Males","All Races","Washington","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","229507","."
"Females","All Races","Washington","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","218415","."
"","All Races","Washington","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","447922","."
"Males","All Races","West Virginia","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","52731","."
"Females","All Races","West Virginia","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","50679","."
"","All Races","West Virginia","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","103410","."
"Males","All Races","Wisconsin","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","173760","."
"Females","All Races","Wisconsin","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","165966","."
"","All Races","Wisconsin","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","339726","."
"Males","All Races","Wyoming","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","19571","."
"Females","All Races","Wyoming","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","18824","."
"","All Races","Wyoming","Both","00-04 yrs","2015","2015","Suicide Injury","2015","P","38395","."
"Males","All Races","Alabama","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","155983","."
"Females","All Races","Alabama","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","150305","."
"","All Races","Alabama","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","306288","."
"Males","All Races","Alaska","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","26861","."
"Females","All Races","Alaska","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","25045","."
"","All Races","Alaska","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","51906","."
"Males","All Races","Arizona","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","234826","."
"Females","All Races","Arizona","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","225508","."
"","All Races","Arizona","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","460334","."
"Males","All Races","Arkansas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","100999","."
"Females","All Races","Arkansas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","96511","."
"","All Races","Arkansas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","197510","."
"Males","All Races","California","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","1298659","."
"Females","All Races","California","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","1243213","."
"","All Races","California","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","2541872","."
"Males","All Races","Colorado","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","182337","."
"Females","All Races","Colorado","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","173477","."
"","All Races","Colorado","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","355814","."
"Males","All Races","Connecticut","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","105039","."
"Females","All Races","Connecticut","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","100737","."
"","All Races","Connecticut","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","205776","."
"Males","All Races","Delaware","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","28532","."
"Females","All Races","Delaware","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","27883","."
"","All Races","Delaware","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","56415","."
"Males","All Races","District of Columbia","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","16582","."
"Females","All Races","District of Columbia","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","16293","."
"","All Races","District of Columbia","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","32875","."
"Males","All Races","Florida","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","579817","."
"Females","All Races","Florida","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","556250","."
"","All Races","Florida","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","1136067","."
"Males","All Races","Georgia","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","359335","."
"Females","All Races","Georgia","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","345782","."
"","All Races","Georgia","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","705117","."
"Males","All Races","Hawaii","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","44531","."
"Females","All Races","Hawaii","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","42326","."
"","All Races","Hawaii","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","86857","."
"Males","All Races","Idaho","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","63440","."
"Females","All Races","Idaho","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","60105","."
"","All Races","Idaho","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","123545","."
"Males","All Races","Illinois","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","416393","."
"Females","All Races","Illinois","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","401151","."
"","All Races","Illinois","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","817544","."
"Males","All Races","Indiana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","223803","."
"Females","All Races","Indiana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","214445","."
"","All Races","Indiana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","438248","."
"Males","All Races","Iowa","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","105017","."
"Females","All Races","Iowa","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","100572","."
"","All Races","Iowa","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","205589","."
"Males","All Races","Kansas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","103661","."
"Females","All Races","Kansas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","98943","."
"","All Races","Kansas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","202604","."
"Males","All Races","Kentucky","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","142938","."
"Females","All Races","Kentucky","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","137039","."
"","All Races","Kentucky","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","279977","."
"Males","All Races","Louisiana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","159395","."
"Females","All Races","Louisiana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","153295","."
"","All Races","Louisiana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","312690","."
"Males","All Races","Maine","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","35974","."
"Females","All Races","Maine","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","34052","."
"","All Races","Maine","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","70026","."
"Males","All Races","Maryland","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","191058","."
"Females","All Races","Maryland","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","183650","."
"","All Races","Maryland","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","374708","."
"Males","All Races","Massachusetts","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","190954","."
"Females","All Races","Massachusetts","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","183093","."
"","All Races","Massachusetts","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","374047","."
"Males","All Races","Michigan","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","305687","."
"Females","All Races","Michigan","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","292559","."
"","All Races","Michigan","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","598246","."
"Males","All Races","Minnesota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","183728","."
"Females","All Races","Minnesota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","176467","."
"","All Races","Minnesota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","360195","."
"Males","All Races","Mississippi","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","105335","."
"Females","All Races","Mississippi","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","101347","."
"","All Races","Mississippi","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","206682","."
"Males","All Races","Missouri","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","198041","."
"Females","All Races","Missouri","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","189937","."
"","All Races","Missouri","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","387978","."
"Males","All Races","Montana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","32945","."
"Females","All Races","Montana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","31230","."
"","All Races","Montana","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","64175","."
"Males","All Races","Nebraska","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","68378","."
"Females","All Races","Nebraska","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","65015","."
"","All Races","Nebraska","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","133393","."
"Males","All Races","Nevada","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","98182","."
"Females","All Races","Nevada","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","94082","."
"","All Races","Nevada","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","192264","."
"Males","All Races","New Hampshire","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","36033","."
"Females","All Races","New Hampshire","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","34743","."
"","All Races","New Hampshire","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","70776","."
"Males","All Races","New Jersey","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","277984","."
"Females","All Races","New Jersey","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","268006","."
"","All Races","New Jersey","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","545990","."
"Males","All Races","New Mexico","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","71381","."
"Females","All Races","New Mexico","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","68559","."
"","All Races","New Mexico","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","139940","."
"Males","All Races","New York","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","581992","."
"Females","All Races","New York","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","556234","."
"","All Races","New York","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","1138226","."
"Males","All Races","North Carolina","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","328436","."
"Females","All Races","North Carolina","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","314655","."
"","All Races","North Carolina","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","643091","."
"Males","All Races","North Dakota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","25559","."
"Females","All Races","North Dakota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","24273","."
"","All Races","North Dakota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","49832","."
"Males","All Races","Ohio","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","367979","."
"Females","All Races","Ohio","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","353992","."
"","All Races","Ohio","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","721971","."
"Males","All Races","Oklahoma","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","138153","."
"Females","All Races","Oklahoma","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","132770","."
"","All Races","Oklahoma","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","270923","."
"Males","All Races","Oregon","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","124207","."
"Females","All Races","Oregon","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","118700","."
"","All Races","Oregon","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","242907","."
"Males","All Races","Pennsylvania","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","376846","."
"Females","All Races","Pennsylvania","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","359314","."
"","All Races","Pennsylvania","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","736160","."
"Males","All Races","Rhode Island","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","28992","."
"Females","All Races","Rhode Island","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","27874","."
"","All Races","Rhode Island","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","56866","."
"Males","All Races","South Carolina","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","157196","."
"Females","All Races","South Carolina","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","153162","."
"","All Races","South Carolina","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","310358","."
"Males","All Races","South Dakota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","30942","."
"Females","All Races","South Dakota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","29324","."
"","All Races","South Dakota","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","60266","."
"Males","All Races","Tennessee","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","212966","."
"Females","All Races","Tennessee","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","204832","."
"","All Races","Tennessee","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","417798","."
"Males","All Races","Texas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","1034124","."
"Females","All Races","Texas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","994356","."
"","All Races","Texas","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","2028480","."
"Males","All Races","Utah","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","135559","."
"Females","All Races","Utah","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","128054","."
"","All Races","Utah","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","263613","."
"Males","All Races","Vermont","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","16632","."
"Females","All Races","Vermont","Both","05-09 yrs","2015","2015","Suicide Injury","2015","P","15615","."
