Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate
,All Races,North Dakota,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,44595,.
Males,All Races,Ohio,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,367479,.
Females,All Races,Ohio,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,353377,.
,All Races,Ohio,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,720856,.
Males,All Races,Oklahoma,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,134700,.
Females,All Races,Oklahoma,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,129426,.
,All Races,Oklahoma,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,264126,.
Males,All Races,Oregon,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,121828,.
Females,All Races,Oregon,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,115728,.
,All Races,Oregon,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,237556,.
Males,All Races,Pennsylvania,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,373216,.
Females,All Races,Pennsylvania,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,356322,.
,All Races,Pennsylvania,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,729538,.
Males,All Races,Rhode Island,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,29396,.
Females,All Races,Rhode Island,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,28052,.
,All Races,Rhode Island,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,57448,.
Males,All Races,South Carolina,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,153432,.
Females,All Races,South Carolina,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,148865,.
,All Races,South Carolina,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,302297,.
Males,All Races,South Dakota,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,30535,.
Females,All Races,South Dakota,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,29086,.
,All Races,South Dakota,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,59621,.
Males,All Races,Tennessee,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,208120,.
Females,All Races,Tennessee,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,199696,.
,All Races,Tennessee,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,407816,.
Males,All Races,Texas,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,984149,.
Females,All Races,Texas,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,944324,.
,All Races,Texas,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,1928473,.
Males,All Races,Utah,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,135533,.
Females,All Races,Utah,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,128391,.
,All Races,Utah,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,263924,.
Males,All Races,Vermont,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,16339,.
Females,All Races,Vermont,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,15613,.
,All Races,Vermont,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,31952,.
Males,All Races,Virginia,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,260106,.
Females,All Races,Virginia,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,249519,.
,All Races,Virginia,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,509625,.
Males,All Races,Washington,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,225088,.
Females,All Races,Washington,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,214569,.
,All Races,Washington,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,439657,.
Males,All Races,West Virginia,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,53301,.
Females,All Races,West Virginia,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,50760,.
,All Races,West Virginia,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,104061,.
Males,All Races,Wisconsin,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,183391,.
Females,All Races,Wisconsin,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,175052,.
,All Races,Wisconsin,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,358443,.
Males,All Races,Wyoming,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,20596,.
Females,All Races,Wyoming,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,19607,.
,All Races,Wyoming,Both,00-04 yrs,2010,2010,Suicide Injury,2010,P,40203,.
Males,All Races,Alabama,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,157341,.
Females,All Races,Alabama,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,150889,.
,All Races,Alabama,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,308230,.
Males,All Races,Alaska,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,26038,.
Females,All Races,Alaska,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,24849,.
,All Races,Alaska,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,50887,.
Males,All Races,Arizona,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,231246,.
Females,All Races,Arizona,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,222434,.
,All Races,Arizona,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,453680,.
Males,All Races,Arkansas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,100871,.
Females,All Races,Arkansas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,96006,.
,All Races,Arkansas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,196877,.
Males,All Races,California,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,1279563,.
Females,All Races,California,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,1226276,.
,All Races,California,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,2505839,.
Males,All Races,Colorado,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,177782,.
Females,All Races,Colorado,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,170821,.
,All Races,Colorado,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,348603,.
Males,All Races,Connecticut,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,113763,.
Females,All Races,Connecticut,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,108808,.
,All Races,Connecticut,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,222571,.
Males,All Races,Delaware,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,28777,.
Females,All Races,Delaware,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,27709,.
,All Races,Delaware,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,56486,.
Males,All Races,District of Columbia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,13198,.
Females,All Races,District of Columbia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,12949,.
,All Races,District of Columbia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,26147,.
Males,All Races,Florida,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,551054,.
Females,All Races,Florida,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,529202,.
,All Races,Florida,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,1080256,.
Males,All Races,Georgia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,353909,.
Females,All Races,Georgia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,341252,.
,All Races,Georgia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,695161,.
Males,All Races,Hawaii,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,42847,.
Females,All Races,Hawaii,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,40514,.
,All Races,Hawaii,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,83361,.
Males,All Races,Idaho,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,61887,.
Females,All Races,Idaho,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,59308,.
,All Races,Idaho,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,121195,.
Males,All Races,Illinois,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,438556,.
Females,All Races,Illinois,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,420849,.
,All Races,Illinois,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,859405,.
Males,All Races,Indiana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,227736,.
Females,All Races,Indiana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,217085,.
,All Races,Indiana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,444821,.
Males,All Races,Iowa,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,102669,.
Females,All Races,Iowa,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,97977,.
,All Races,Iowa,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,200646,.
Males,All Races,Kansas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,103421,.
Females,All Races,Kansas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,99026,.
,All Races,Kansas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,202447,.
Males,All Races,Kentucky,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,144858,.
Females,All Races,Kentucky,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,138029,.
,All Races,Kentucky,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,282887,.
Males,All Races,Louisiana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,156386,.
Females,All Races,Louisiana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,149976,.
,All Races,Louisiana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,306362,.
Males,All Races,Maine,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,38081,.
Females,All Races,Maine,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,36035,.
,All Races,Maine,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,74116,.
Males,All Races,Maryland,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,186865,.
Females,All Races,Maryland,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,180003,.
,All Races,Maryland,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,366868,.
Males,All Races,Massachusetts,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,196547,.
Females,All Races,Massachusetts,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,189140,.
,All Races,Massachusetts,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,385687,.
Males,All Races,Michigan,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,326145,.
Females,All Races,Michigan,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,311639,.
,All Races,Michigan,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,637784,.
Males,All Races,Minnesota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,181614,.
Females,All Races,Minnesota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,173922,.
,All Races,Minnesota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,355536,.
Males,All Races,Mississippi,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,105041,.
Females,All Races,Mississippi,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,100630,.
,All Races,Mississippi,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,205671,.
Males,All Races,Missouri,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,199591,.
Females,All Races,Missouri,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,190872,.
,All Races,Missouri,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,390463,.
Males,All Races,Montana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,30932,.
Females,All Races,Montana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,29833,.
,All Races,Montana,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,60765,.
Males,All Races,Nebraska,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,65888,.
Females,All Races,Nebraska,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,63040,.
,All Races,Nebraska,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,128928,.
Males,All Races,Nevada,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,93773,.
Females,All Races,Nevada,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,89304,.
,All Races,Nevada,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,183077,.
Males,All Races,New Hampshire,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,39544,.
Females,All Races,New Hampshire,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,38212,.
,All Races,New Hampshire,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,77756,.
Males,All Races,New Jersey,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,288622,.
Females,All Races,New Jersey,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,276129,.
,All Races,New Jersey,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,564751,.
Males,All Races,New Mexico,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,72736,.
Females,All Races,New Mexico,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,70572,.
,All Races,New Mexico,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,143308,.
Males,All Races,New York,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,594362,.
Females,All Races,New York,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,569593,.
,All Races,New York,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,1163955,.
Males,All Races,North Carolina,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,324900,.
Females,All Races,North Carolina,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,311044,.
,All Races,North Carolina,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,635944,.
Males,All Races,North Dakota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,20520,.
Females,All Races,North Dakota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,19556,.
,All Races,North Dakota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,40076,.
Males,All Races,Ohio,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,382641,.
Females,All Races,Ohio,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,365248,.
,All Races,Ohio,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,747889,.
Males,All Races,Oklahoma,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,132918,.
Females,All Races,Oklahoma,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,126418,.
,All Races,Oklahoma,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,259336,.
Males,All Races,Oregon,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,121159,.
Females,All Races,Oregon,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,116055,.
,All Races,Oregon,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,237214,.
Males,All Races,Pennsylvania,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,384359,.
Females,All Races,Pennsylvania,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,369276,.
,All Races,Pennsylvania,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,753635,.
Males,All Races,Rhode Island,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,31051,.
Females,All Races,Rhode Island,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,29389,.
,All Races,Rhode Island,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,60440,.
Males,All Races,South Carolina,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,150301,.
Females,All Races,South Carolina,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,145552,.
,All Races,South Carolina,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,295853,.
Males,All Races,South Dakota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,28544,.
Females,All Races,South Dakota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,26987,.
,All Races,South Dakota,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,55531,.
Males,All Races,Tennessee,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,210091,.
Females,All Races,Tennessee,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,202091,.
,All Races,Tennessee,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,412182,.
Males,All Races,Texas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,983814,.
Females,All Races,Texas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,944420,.
,All Races,Texas,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,1928234,.
Males,All Races,Utah,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,127676,.
Females,All Races,Utah,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,121896,.
,All Races,Utah,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,249572,.
Males,All Races,Vermont,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,17854,.
Females,All Races,Vermont,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,16800,.
,All Races,Vermont,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,34654,.
Males,All Races,Virginia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,260549,.
Females,All Races,Virginia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,251301,.
,All Races,Virginia,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,511850,.
Males,All Races,Washington,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,219702,.
Females,All Races,Washington,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,210175,.
,All Races,Washington,Both,05-09 yrs,2010,2010,Suicide Injury,2010,P,429877,.
