Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate
Males,All Races,Massachusetts,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,186232,.
Females,All Races,Massachusetts,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,178373,.
,All Races,Massachusetts,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,364605,.
Males,All Races,Michigan,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,294255,.
Females,All Races,Michigan,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,280196,.
,All Races,Michigan,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,574451,.
Males,All Races,Minnesota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,178451,.
Females,All Races,Minnesota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,169945,.
,All Races,Minnesota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,348396,.
Males,All Races,Mississippi,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,99549,.
Females,All Races,Mississippi,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,96485,.
,All Races,Mississippi,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,196034,.
Males,All Races,Missouri,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,193210,.
Females,All Races,Missouri,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,183571,.
,All Races,Missouri,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,376781,.
Males,All Races,Montana,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,31469,.
Females,All Races,Montana,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,30194,.
,All Races,Montana,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,61663,.
Males,All Races,Nebraska,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,67015,.
Females,All Races,Nebraska,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,63738,.
,All Races,Nebraska,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,130753,.
Males,All Races,Nevada,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,91272,.
Females,All Races,Nevada,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,86809,.
,All Races,Nevada,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,178081,.
Males,All Races,New Hampshire,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,33357,.
Females,All Races,New Hampshire,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,32007,.
,All Races,New Hampshire,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,65364,.
Males,All Races,New Jersey,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,271014,.
Females,All Races,New Jersey,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,259766,.
,All Races,New Jersey,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,530780,.
Males,All Races,New Mexico,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,69910,.
Females,All Races,New Mexico,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,67332,.
,All Races,New Mexico,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,137242,.
Males,All Races,New York,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,600827,.
Females,All Races,New York,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,573803,.
,All Races,New York,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,1174630,.
Males,All Races,North Carolina,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,310386,.
Females,All Races,North Carolina,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,298179,.
,All Races,North Carolina,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,608565,.
Males,All Races,North Dakota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,25309,.
Females,All Races,North Dakota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,24410,.
,All Races,North Dakota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,49719,.
Males,All Races,Ohio,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,355760,.
Females,All Races,Ohio,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,339897,.
,All Races,Ohio,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,695657,.
Males,All Races,Oklahoma,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,135900,.
Females,All Races,Oklahoma,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,130156,.
,All Races,Oklahoma,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,266056,.
Males,All Races,Oregon,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,118491,.
Females,All Races,Oregon,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,112432,.
,All Races,Oregon,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,230923,.
Males,All Races,Pennsylvania,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,365905,.
Females,All Races,Pennsylvania,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,349772,.
,All Races,Pennsylvania,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,715677,.
Males,All Races,Rhode Island,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,28100,.
Females,All Races,Rhode Island,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,26838,.
,All Races,Rhode Island,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,54938,.
Males,All Races,South Carolina,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,147462,.
Females,All Races,South Carolina,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,143434,.
,All Races,South Carolina,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,290896,.
Males,All Races,South Dakota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,30886,.
Females,All Races,South Dakota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,29396,.
,All Races,South Dakota,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,60282,.
Males,All Races,Tennessee,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,204667,.
Females,All Races,Tennessee,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,196313,.
,All Races,Tennessee,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,400980,.
Males,All Races,Texas,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,991651,.
Females,All Races,Texas,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,951928,.
,All Races,Texas,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,1943579,.
Males,All Races,Utah,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,131151,.
Females,All Races,Utah,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,124370,.
,All Races,Utah,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,255521,.
Males,All Races,Vermont,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,15973,.
Females,All Races,Vermont,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,14756,.
,All Races,Vermont,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,30729,.
Males,All Races,Virginia,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,261739,.
Females,All Races,Virginia,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,249782,.
,All Races,Virginia,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,511521,.
Males,All Races,Washington,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,226518,.
Females,All Races,Washington,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,217289,.
,All Races,Washington,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,443807,.
Males,All Races,West Virginia,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,52569,.
Females,All Races,West Virginia,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,50365,.
,All Races,West Virginia,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,102934,.
Males,All Races,Wisconsin,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,176018,.
Females,All Races,Wisconsin,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,168363,.
,All Races,Wisconsin,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,344381,.
Males,All Races,Wyoming,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,19823,.
Females,All Races,Wyoming,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,18907,.
,All Races,Wyoming,Both,00-04 yrs,2013,2013,Suicide Injury,2013,P,38730,.
Males,All Races,Alabama,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,156524,.
Females,All Races,Alabama,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,150481,.
,All Races,Alabama,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,307005,.
Males,All Races,Alaska,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,26824,.
Females,All Races,Alaska,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,25378,.
,All Races,Alaska,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,52202,.
Males,All Races,Arizona,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,233713,.
Females,All Races,Arizona,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,224664,.
,All Races,Arizona,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,458377,.
Males,All Races,Arkansas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,102355,.
Females,All Races,Arkansas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,97826,.
,All Races,Arkansas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,200181,.
Males,All Races,California,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,1308518,.
Females,All Races,California,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,1251560,.
,All Races,California,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,2560078,.
Males,All Races,Colorado,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,182273,.
Females,All Races,Colorado,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,173623,.
,All Races,Colorado,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,355896,.
Males,All Races,Connecticut,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,109544,.
Females,All Races,Connecticut,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,105152,.
,All Races,Connecticut,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,214696,.
Males,All Races,Delaware,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,28562,.
Females,All Races,Delaware,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,28270,.
,All Races,Delaware,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,56832,.
Males,All Races,District of Columbia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,15075,.
Females,All Races,District of Columbia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,14840,.
,All Races,District of Columbia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,29915,.
Males,All Races,Florida,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,568480,.
Females,All Races,Florida,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,544608,.
,All Races,Florida,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,1113088,.
Males,All Races,Georgia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,358480,.
Females,All Races,Georgia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,344809,.
,All Races,Georgia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,703289,.
Males,All Races,Hawaii,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,44561,.
Females,All Races,Hawaii,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,41755,.
,All Races,Hawaii,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,86316,.
Males,All Races,Idaho,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,63289,.
Females,All Races,Idaho,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,59838,.
,All Races,Idaho,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,123127,.
Males,All Races,Illinois,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,429244,.
Females,All Races,Illinois,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,413264,.
,All Races,Illinois,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,842508,.
Males,All Races,Indiana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,226988,.
Females,All Races,Indiana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,216447,.
,All Races,Indiana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,443435,.
Males,All Races,Iowa,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,105148,.
Females,All Races,Iowa,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,100301,.
,All Races,Iowa,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,205449,.
Males,All Races,Kansas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,104775,.
Females,All Races,Kansas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,100055,.
,All Races,Kansas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,204830,.
Males,All Races,Kentucky,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,145362,.
Females,All Races,Kentucky,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,139689,.
,All Races,Kentucky,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,285051,.
Males,All Races,Louisiana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,159876,.
Females,All Races,Louisiana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,153936,.
,All Races,Louisiana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,313812,.
Males,All Races,Maine,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,37253,.
Females,All Races,Maine,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,35110,.
,All Races,Maine,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,72363,.
Males,All Races,Maryland,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,190174,.
Females,All Races,Maryland,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,182907,.
,All Races,Maryland,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,373081,.
Males,All Races,Massachusetts,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,194387,.
Females,All Races,Massachusetts,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,186451,.
,All Races,Massachusetts,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,380838,.
Males,All Races,Michigan,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,314046,.
Females,All Races,Michigan,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,300383,.
,All Races,Michigan,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,614429,.
Males,All Races,Minnesota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,184921,.
Females,All Races,Minnesota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,178499,.
,All Races,Minnesota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,363420,.
Males,All Races,Mississippi,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,107304,.
Females,All Races,Mississippi,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,102785,.
,All Races,Mississippi,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,210089,.
Males,All Races,Missouri,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,200117,.
Females,All Races,Missouri,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,192082,.
,All Races,Missouri,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,392199,.
Males,All Races,Montana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,32466,.
Females,All Races,Montana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,30734,.
,All Races,Montana,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,63200,.
Males,All Races,Nebraska,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,68340,.
Females,All Races,Nebraska,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,64657,.
,All Races,Nebraska,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,132997,.
Males,All Races,Nevada,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,95266,.
Females,All Races,Nevada,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,91734,.
,All Races,Nevada,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,187000,.
Males,All Races,New Hampshire,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,37419,.
Females,All Races,New Hampshire,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,36273,.
,All Races,New Hampshire,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,73692,.
Males,All Races,New Jersey,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,284326,.
Females,All Races,New Jersey,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,273453,.
,All Races,New Jersey,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,557779,.
Males,All Races,New Mexico,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,73806,.
Females,All Races,New Mexico,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,70926,.
,All Races,New Mexico,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,144732,.
Males,All Races,New York,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,589879,.
Females,All Races,New York,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,563710,.
,All Races,New York,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,1153589,.
Males,All Races,North Carolina,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,329565,.
Females,All Races,North Carolina,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,316096,.
,All Races,North Carolina,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,645661,.
Males,All Races,North Dakota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,23909,.
Females,All Races,North Dakota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,22713,.
,All Races,North Dakota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,46622,.
Males,All Races,Ohio,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,374288,.
Females,All Races,Ohio,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,359249,.
,All Races,Ohio,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,733537,.
Males,All Races,Oklahoma,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,137277,.
Females,All Races,Oklahoma,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,131465,.
,All Races,Oklahoma,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,268742,.
Males,All Races,Oregon,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,122609,.
Females,All Races,Oregon,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,117490,.
,All Races,Oregon,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,240099,.
Males,All Races,Pennsylvania,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,382098,.
Females,All Races,Pennsylvania,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,365068,.
,All Races,Pennsylvania,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,747166,.
Males,All Races,Rhode Island,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,30128,.
Females,All Races,Rhode Island,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,28839,.
,All Races,Rhode Island,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,58967,.
Males,All Races,South Carolina,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,155311,.
Females,All Races,South Carolina,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,149992,.
,All Races,South Carolina,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,305303,.
Males,All Races,South Dakota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,30781,.
Females,All Races,South Dakota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,29169,.
,All Races,South Dakota,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,59950,.
Males,All Races,Tennessee,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,212684,.
Females,All Races,Tennessee,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,205134,.
,All Races,Tennessee,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,417818,.
Males,All Races,Texas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,1017616,.
Females,All Races,Texas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,978047,.
,All Races,Texas,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,1995663,.
Males,All Races,Utah,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,134060,.
Females,All Races,Utah,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,126992,.
,All Races,Utah,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,261052,.
Males,All Races,Vermont,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,17259,.
Females,All Races,Vermont,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,16343,.
,All Races,Vermont,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,33602,.
Males,All Races,Virginia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,267141,.
Females,All Races,Virginia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,256084,.
,All Races,Virginia,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,523225,.
Males,All Races,Washington,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,228712,.
Females,All Races,Washington,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,217744,.
,All Races,Washington,Both,05-09 yrs,2013,2013,Suicide Injury,2013,P,446456,.
